geography,Method of Travel to Work: Drive_a_private_car_truck_or_van; measures: Value,Method of Travel to Work: Drive_a_company_car_truck_or_van; measures: Value,Method of Travel to Work: Passenger_in_a_car_truck_van_or_company_bus; measures: Value,Method of Travel to Work: Public_bus; measures: Value,Method of Travel to Work: Train; measures: Value,Method of Travel to Work: Bicycle; measures: Value,Method of Travel to Work: Ferry; measures: Value,Method of Travel to Work: Other; measures: Value,Method of Travel to Work: Total; measures: Value,date,geography code,Rural Urban
332000,885,165,0,0,0,36,0,0,1527,2018,332000,Total
332100,399,51,0,0,0,6,0,0,732,2018,332100,Total
332200,165,6,0,0,0,0,0,0,327,2018,332200,Total
332400,369,21,0,0,0,0,0,0,660,2018,332400,Total
332500,666,78,6,24,0,6,0,0,1194,2018,332500,Total
332700,750,144,0,24,0,24,0,0,1395,2018,332700,Total
332900,249,24,0,0,0,0,9,0,537,2018,332900,Total
333100,138,12,0,0,0,0,0,0,390,2018,333100,Total
333200,69,15,0,0,0,0,0,0,237,2018,333200,Total
333300,96,21,0,0,0,0,0,0,282,2018,333300,Total
333700,135,21,0,0,0,0,0,0,390,2018,333700,Total
333800,117,24,0,0,0,0,0,24,483,2018,333800,Total
333900,189,18,0,0,0,0,0,0,411,2018,333900,Total
334000,537,81,6,0,0,27,0,0,957,2018,334000,Total
334100,204,33,0,0,0,0,0,0,456,2018,334100,Total
334200,168,39,0,0,0,0,0,99,678,2018,334200,Total
334300,69,6,0,0,0,0,0,15,342,2018,334300,Total
334400,252,21,0,0,0,0,0,0,582,2018,334400,Total
334500,606,87,6,0,0,0,0,9,1314,2018,334500,Total
334600,408,93,0,0,0,0,0,0,720,2018,334600,Total
334700,192,0,0,0,0,69,0,0,600,2018,334700,Total
334900,933,135,12,0,0,0,0,0,1398,2018,334900,Total
335000,366,33,0,0,0,12,0,15,774,2018,335000,Total
335100,690,114,0,0,0,6,0,0,1143,2018,335100,Total
335200,1059,240,9,6,0,12,0,0,1713,2018,335200,Total
335300,600,111,0,0,0,0,0,0,1053,2018,335300,Total
335400,420,102,0,0,0,9,0,48,993,2018,335400,Total
335500,714,126,9,0,0,0,0,0,1164,2018,335500,Total
335600,300,63,0,0,0,0,0,0,738,2018,335600,Total
335700,978,234,0,18,0,6,0,0,1680,2018,335700,Total
335800,195,27,0,0,0,0,0,0,441,2018,335800,Total
335900,240,36,0,0,0,0,0,0,594,2018,335900,Total
336000,429,48,0,6,0,21,0,0,804,2018,336000,Total
336100,732,150,6,0,0,18,0,0,1305,2018,336100,Total
336200,408,57,0,0,0,6,0,0,732,2018,336200,Total
336300,114,18,0,0,0,0,0,0,354,2018,336300,Total
336400,39,0,0,0,0,0,0,0,174,2018,336400,Total
336700,192,48,0,0,0,0,0,48,735,2018,336700,Total
336800,270,99,6,0,0,0,0,114,1161,2018,336800,Total
336900,396,123,9,0,0,33,0,0,804,2018,336900,Total
337000,150,57,0,0,0,6,0,141,726,2018,337000,Total
337100,438,165,6,0,0,0,0,66,1224,2018,337100,Total
337200,180,60,0,0,0,0,0,57,777,2018,337200,Total
337300,240,51,0,0,0,0,0,45,750,2018,337300,Total
337400,591,147,15,0,0,6,0,0,972,2018,337400,Total
337500,522,105,21,0,0,12,0,0,870,2018,337500,Total
337600,225,36,0,0,0,0,0,0,444,2018,337600,Total
337700,231,69,0,0,0,0,0,0,444,2018,337700,Total
337800,489,120,6,0,0,9,0,0,825,2018,337800,Total
337900,318,69,6,0,0,0,0,0,513,2018,337900,Total
338100,135,24,0,0,0,0,0,0,246,2018,338100,Total
338200,567,126,12,0,0,9,0,0,906,2018,338200,Total
338300,321,27,15,0,0,9,0,0,549,2018,338300,Total
338400,531,84,27,0,0,9,0,0,843,2018,338400,Total
338500,642,126,42,0,0,9,0,6,1056,2018,338500,Total
338700,207,63,0,0,0,0,0,15,627,2018,338700,Total
338800,171,33,0,0,0,0,0,9,504,2018,338800,Total
338900,540,90,15,0,0,27,0,0,948,2018,338900,Total
339000,243,66,0,0,0,0,0,36,618,2018,339000,Total
339100,327,54,0,0,0,0,0,36,777,2018,339100,Total
339200,300,63,0,0,0,9,0,0,516,2018,339200,Total
339300,507,69,15,0,0,15,0,0,801,2018,339300,Total
339400,354,105,0,0,0,0,0,0,669,2018,339400,Total
339500,285,81,0,0,0,0,0,0,570,2018,339500,Total
339600,645,84,6,0,0,21,0,0,900,2018,339600,Total
339700,360,81,6,0,0,6,0,0,624,2018,339700,Total
339800,240,48,6,0,0,0,0,0,396,2018,339800,Total
339900,411,69,15,0,0,0,0,0,723,2018,339900,Total
340000,543,135,9,0,0,0,0,0,918,2018,340000,Total
340100,432,48,6,0,0,0,0,0,669,2018,340100,Total
340200,291,45,9,0,0,0,0,0,501,2018,340200,Total
340300,417,54,6,0,0,6,0,0,690,2018,340300,Total
340400,492,81,12,0,0,15,0,0,861,2018,340400,Total
340500,282,54,6,0,0,0,0,0,510,2018,340500,Total
340600,432,87,21,0,0,9,0,0,804,2018,340600,Total
340700,732,117,15,0,0,12,0,0,1155,2018,340700,Total
340800,453,57,12,0,0,9,0,0,804,2018,340800,Total
341000,588,81,9,0,0,0,0,0,894,2018,341000,Total
341100,60,0,0,0,0,0,0,0,144,2018,341100,Total
341300,531,69,21,0,0,12,0,0,900,2018,341300,Total
341400,384,39,15,0,0,0,0,0,564,2018,341400,Total
341500,150,42,12,0,0,15,0,0,651,2018,341500,Total
341800,213,72,27,0,0,39,0,0,618,2018,341800,Total
341900,159,36,12,0,0,0,0,12,663,2018,341900,Total
342000,99,48,0,0,0,21,0,0,297,2018,342000,Total
342100,69,30,0,0,0,0,0,0,375,2018,342100,Total
342200,51,21,0,0,0,0,0,9,306,2018,342200,Total
342300,87,0,0,0,0,0,0,6,228,2018,342300,Total
342400,150,30,0,0,0,0,0,12,450,2018,342400,Total
342500,72,15,0,0,0,0,0,0,150,2018,342500,Total
342600,90,30,0,0,0,0,0,69,486,2018,342600,Total
342700,189,33,18,0,0,9,0,0,372,2018,342700,Total
342800,198,24,0,0,0,6,0,0,396,2018,342800,Total
343100,123,24,0,0,0,12,0,0,375,2018,343100,Total
343300,99,24,6,0,0,0,0,27,405,2018,343300,Total
343400,279,60,0,0,0,0,0,69,864,2018,343400,Total
343500,231,57,0,0,0,0,0,15,564,2018,343500,Total
343600,150,9,15,0,0,0,0,0,495,2018,343600,Total
343700,381,78,12,0,0,0,0,0,774,2018,343700,Total
343800,264,48,0,0,0,0,0,0,411,2018,343800,Total
343900,501,78,18,0,0,0,0,0,795,2018,343900,Total
344000,573,75,42,0,0,6,0,0,930,2018,344000,Total
344100,252,15,6,0,0,9,0,0,405,2018,344100,Total
344200,249,18,24,0,0,0,0,0,459,2018,344200,Total
344300,297,33,6,0,0,0,0,0,465,2018,344300,Total
344500,447,66,6,0,0,0,0,0,780,2018,344500,Total
344700,135,30,27,0,0,0,0,0,279,2018,344700,Total
344800,507,153,15,0,0,0,0,0,1101,2018,344800,Total
344900,642,261,27,0,0,42,0,0,1338,2018,344900,Total
345000,585,165,21,0,0,24,0,0,1089,2018,345000,Total
345100,177,48,12,0,0,0,0,0,588,2018,345100,Total
345200,126,42,6,0,0,0,0,0,357,2018,345200,Total
345300,378,129,30,0,0,6,0,0,852,2018,345300,Total
345400,252,69,0,0,0,12,0,0,480,2018,345400,Total
345500,549,171,39,0,0,66,0,0,1194,2018,345500,Total
345600,540,168,21,0,0,51,0,0,1071,2018,345600,Total
345700,243,84,12,0,0,0,0,21,720,2018,345700,Total
345800,321,54,51,0,0,12,0,0,846,2018,345800,Total
346000,105,9,0,0,0,6,0,0,258,2018,346000,Total
346200,171,27,0,0,0,0,0,0,393,2018,346200,Total
346400,96,24,0,0,0,0,0,0,300,2018,346400,Total
346600,390,69,18,0,0,36,0,0,903,2018,346600,Total
346700,480,129,21,0,0,72,0,0,1206,2018,346700,Total
346800,333,78,9,0,0,30,0,0,747,2018,346800,Total
346900,465,105,18,0,0,15,0,0,891,2018,346900,Total
347000,177,24,6,0,0,18,0,0,534,2018,347000,Total
347100,255,63,0,0,0,0,0,0,483,2018,347100,Total
347200,273,48,0,0,0,0,0,0,519,2018,347200,Total
347300,84,15,0,0,0,0,0,0,177,2018,347300,Total
347400,306,69,6,21,0,0,0,0,606,2018,347400,Total
347500,234,51,0,0,0,0,0,0,546,2018,347500,Total
347700,252,30,21,21,0,12,0,0,957,2018,347700,Total
347800,846,162,72,129,0,21,0,0,1734,2018,347800,Total
347900,705,186,21,18,0,36,0,0,1407,2018,347900,Total
348000,174,27,6,9,0,0,0,0,309,2018,348000,Total
348100,138,12,24,6,0,9,0,0,609,2018,348100,Total
348200,267,45,21,18,0,21,0,6,879,2018,348200,Total
348300,513,78,27,75,0,30,0,0,1107,2018,348300,Total
348400,726,156,27,102,0,78,0,9,1536,2018,348400,Total
348600,261,51,9,9,0,0,0,0,519,2018,348600,Total
348700,651,129,33,42,0,27,0,0,1098,2018,348700,Total
348800,624,126,30,12,0,6,0,0,1035,2018,348800,Total
348900,207,48,0,0,0,0,0,0,432,2018,348900,Total
349000,42,18,0,0,0,0,0,0,291,2018,349000,Total
349100,285,42,15,0,0,0,0,0,522,2018,349100,Total
349200,165,18,24,0,0,0,0,0,321,2018,349200,Total
349300,546,111,6,0,0,0,0,18,1029,2018,349300,Total
349400,309,72,6,0,0,0,0,0,621,2018,349400,Total
349600,402,60,21,0,0,0,0,0,774,2018,349600,Total
349700,480,90,27,0,0,0,0,0,771,2018,349700,Total
349800,570,117,0,0,0,0,0,0,918,2018,349800,Total
349900,504,90,9,0,0,0,0,0,873,2018,349900,Total
350000,480,78,6,9,0,6,0,0,834,2018,350000,Total
350100,216,42,0,0,0,0,0,0,384,2018,350100,Total
350200,255,60,0,0,0,0,0,0,495,2018,350200,Total
350300,567,156,12,0,0,0,0,0,966,2018,350300,Total
350400,411,69,15,15,0,0,0,0,669,2018,350400,Total
350500,273,48,6,6,0,0,0,0,474,2018,350500,Total
350600,207,36,12,21,0,6,0,0,429,2018,350600,Total
350700,762,150,18,9,0,0,0,0,1167,2018,350700,Total
350900,462,54,30,27,0,0,0,0,762,2018,350900,Total
351000,981,132,78,30,0,9,0,9,1653,2018,351000,Total
351100,804,162,27,9,0,0,0,0,1257,2018,351100,Total
351200,327,60,9,9,0,0,0,0,549,2018,351200,Total
351300,456,30,12,39,0,15,0,6,795,2018,351300,Total
351400,237,27,0,15,0,0,0,0,414,2018,351400,Total
351500,411,54,27,9,0,9,0,0,891,2018,351500,Total
351600,576,51,30,18,0,9,0,6,1191,2018,351600,Total
351700,276,15,15,39,0,21,0,0,615,2018,351700,Total
351800,315,42,12,6,0,6,0,0,546,2018,351800,Total
351900,258,24,12,12,0,18,0,0,510,2018,351900,Total
352000,318,12,18,63,0,42,0,0,828,2018,352000,Total
352100,456,66,24,6,0,6,0,6,855,2018,352100,Total
352200,255,0,0,12,0,21,0,0,774,2018,352200,Total
352300,471,72,30,27,0,0,0,0,828,2018,352300,Total
352400,75,0,0,0,0,6,0,0,363,2018,352400,Total
352500,309,54,9,0,0,0,0,0,519,2018,352500,Total
352600,609,108,6,18,0,0,0,0,918,2018,352600,Total
352700,300,21,9,12,0,0,0,0,522,2018,352700,Total
352800,120,0,0,0,0,0,0,0,546,2018,352800,Total
352900,183,0,0,0,0,6,0,0,597,2018,352900,Total
353000,201,6,15,24,0,21,0,0,474,2018,353000,Total
353100,57,0,0,0,0,9,0,0,372,2018,353100,Total
353300,669,72,45,48,0,12,0,0,1197,2018,353300,Total
353400,144,9,0,6,0,0,0,0,807,2018,353400,Total
353500,597,42,24,30,0,0,0,0,924,2018,353500,Total
353600,435,36,27,18,0,21,0,0,732,2018,353600,Total
353800,192,21,12,18,0,15,0,0,603,2018,353800,Total
353900,150,6,0,6,0,0,0,0,288,2018,353900,Total
354000,339,66,9,9,0,0,0,0,540,2018,354000,Total
354100,330,30,9,12,0,0,0,0,489,2018,354100,Total
354200,378,30,21,30,0,6,0,0,675,2018,354200,Total
354400,339,33,12,21,0,0,0,0,618,2018,354400,Total
354500,366,42,12,15,0,0,0,0,588,2018,354500,Total
354600,186,30,6,15,0,9,0,0,396,2018,354600,Total
354700,303,24,18,15,0,6,0,0,612,2018,354700,Total
354800,549,72,27,24,0,21,0,0,948,2018,354800,Total
354900,690,84,36,21,0,36,0,0,1137,2018,354900,Total
355000,345,39,9,6,0,0,0,0,576,2018,355000,Total
355100,234,12,0,15,0,0,0,0,417,2018,355100,Total
355200,612,72,39,45,0,18,0,0,1059,2018,355200,Total
355300,309,42,21,18,0,6,0,0,564,2018,355300,Total
355400,396,60,15,15,0,15,0,0,708,2018,355400,Total
355500,423,48,24,27,0,21,0,0,774,2018,355500,Total
355600,585,75,33,21,0,30,0,0,999,2018,355600,Total
355700,513,48,9,33,0,24,0,0,825,2018,355700,Total
355800,327,84,15,0,0,6,0,27,1086,2018,355800,Total
355900,144,33,12,0,0,0,0,0,486,2018,355900,Total
356000,165,39,0,0,0,0,0,21,588,2018,356000,Total
356100,249,45,9,0,0,6,0,48,828,2018,356100,Total
356200,300,54,9,0,0,0,0,9,786,2018,356200,Total
356300,267,33,9,0,0,0,0,9,606,2018,356300,Total
356400,411,78,45,0,0,18,0,0,771,2018,356400,Total
356500,624,99,54,0,0,12,0,0,1011,2018,356500,Total
356600,432,87,30,0,0,0,0,0,693,2018,356600,Total
356800,294,33,15,0,0,0,0,12,480,2018,356800,Total
357300,129,27,0,0,0,0,0,9,405,2018,357300,Total
357500,558,114,30,0,0,114,0,6,1215,2018,357500,Total
357600,141,36,12,0,0,6,0,0,327,2018,357600,Total
357700,120,57,0,0,0,0,0,33,576,2018,357700,Total
357900,231,54,15,0,0,0,0,39,888,2018,357900,Total
358000,129,36,0,0,0,0,0,51,609,2018,358000,Total
358100,201,87,9,0,0,0,0,27,657,2018,358100,Total
358200,162,51,6,0,0,0,0,21,585,2018,358200,Total
358300,285,93,9,0,0,0,0,45,939,2018,358300,Total
358400,381,126,9,0,0,0,0,57,1248,2018,358400,Total
358500,138,33,0,0,0,0,0,30,558,2018,358500,Total
358600,459,120,9,0,0,9,0,0,834,2018,358600,Total
358700,147,39,0,0,0,0,0,33,516,2018,358700,Total
358800,303,51,0,0,0,0,0,0,489,2018,358800,Total
358900,231,51,0,0,0,0,0,6,435,2018,358900,Total
359000,150,60,0,0,0,0,0,9,426,2018,359000,Total
359100,333,81,6,0,0,9,0,42,996,2018,359100,Total
359400,120,27,0,0,0,0,0,42,438,2018,359400,Total
359500,300,45,30,0,0,0,0,27,1005,2018,359500,Total
359600,240,63,0,0,0,0,0,15,810,2018,359600,Total
359700,222,39,0,0,0,0,0,9,672,2018,359700,Total
359800,372,90,6,0,0,0,0,0,657,2018,359800,Total
359900,645,177,12,0,0,9,0,0,1089,2018,359900,Total
360000,315,51,15,0,0,0,0,0,504,2018,360000,Total
360200,180,30,9,0,0,0,0,0,345,2018,360200,Total
360300,108,6,0,0,0,0,0,0,213,2018,360300,Total
360400,285,21,30,0,0,6,0,0,468,2018,360400,Total
360500,399,96,18,0,0,0,0,0,717,2018,360500,Total
360600,972,159,33,0,0,21,0,9,1443,2018,360600,Total
360700,537,117,27,0,0,0,0,0,906,2018,360700,Total
360800,261,78,0,0,0,0,0,0,474,2018,360800,Total
360900,900,267,36,0,0,15,0,6,1530,2018,360900,Total
361000,102,15,9,0,0,12,0,0,348,2018,361000,Total
361100,714,141,42,0,0,12,0,0,1149,2018,361100,Total
361200,501,117,24,0,0,15,0,0,843,2018,361200,Total
361300,306,39,9,0,0,9,0,0,543,2018,361300,Total
361400,624,99,21,0,0,9,0,0,924,2018,361400,Total
361500,801,114,42,0,0,30,0,0,1284,2018,361500,Total
361600,906,135,39,0,0,24,0,6,1449,2018,361600,Total
361700,573,66,27,0,0,18,0,0,864,2018,361700,Total
361900,426,81,30,0,0,9,0,6,735,2018,361900,Total
362000,291,15,24,0,0,18,0,0,513,2018,362000,Total
362100,447,45,39,0,0,9,0,0,726,2018,362100,Total
362200,369,30,15,0,0,12,0,0,585,2018,362200,Total
362300,324,87,21,0,0,0,0,0,612,2018,362300,Total
362400,687,87,42,0,0,12,0,0,1026,2018,362400,Total
362500,483,60,36,0,0,12,0,0,747,2018,362500,Total
362600,216,27,15,6,0,0,0,0,372,2018,362600,Total
362700,300,15,21,0,0,0,0,0,438,2018,362700,Total
362800,306,27,18,0,0,0,0,0,432,2018,362800,Total
362900,543,72,36,0,0,12,0,0,807,2018,362900,Total
363000,342,27,18,0,0,0,0,0,471,2018,363000,Total
363100,123,15,0,0,0,0,0,6,219,2018,363100,Total
363300,402,57,18,0,0,6,0,9,648,2018,363300,Total
